75,"After fumbling around with my old broken car phone holder for a few months I decided to finally get an upgrade. It was super easy to slip on your air vents and simply opening the clips allows the phone to be placed in there no problem at all. I prefer this model rather than the dashboard ones as they take up half of the windshield and I find myself looking at my phone more than the road.It has the ability to spin around 360 degrees which allows you to put your phone at any angle that you wish. Unlike some others that I have tried, the phone stayed in nice and snug and didn't slip down at all so there is no need for readjustments at all. I use it for directions while going from place to place in a busy windy city.Suitable for any smart phone size (have tried an iPhone 6 and iPhone4s) and couldn't be happier. Highly recommend to anyone looking for a small and steady holder.",5
76,"After looking for temporary solution to my lack of curtains and realising that my windows were too wide for telescopic rails, I found this and it works perfectly. Blocks out the majority of the light and is very easy to set up.",5
77,"After reading reviews from independent review sites hailing this unit, I was surprised that it cost under a tenner.  I cautiously purchased it, not expecting much but the product is top notch and works perfectly. Holds phone securely, and does exactly what you want it to do. I'm using mine on a Kia Sportage, but the simple and effective fixing mechanism I'm sure will fit any car well.",5
78,"After researching lots of different pumps I decided to go with Lansinoh. I have not been disappointed. Easy to set up and use, I have been able to express 3oz in about 15mins each day which then husband uses to do a night feed. Not too noisy and easy to assemble after sterilisation. You can vary the settings to suit you and I have found it comfortable and quick to use, I've even expressed one breast while baby feeds on the other - saving me some milking time!",5
79,"After smashing my iPad screen for the 2nd time, we decided to buy my 2 year old this. She loves it! It took me a few minutes to get used to it as we use iPads and Samsung tablet.It has everything she watches on it and now watches other things that she hadn’t before. God send and peace and quiet for us for 10 min. Only down fall would be that the case doesn’t allow for it to stand whilst sitting on a table so we just use something for it to lean against. Perfect for a toddler who obsessed with peppa pig!",5
80,After using a hospital pump I am pleasantly surprised at how effective and compact this item is,5
81,"Again great value for the money,and again my wife was delighted.TJ120.",5
82,"Age appropriate content. Full access to apps, no stupid adverts. THANK GOD IT DOESNT HAVE YOUTUBE FOR KIDS!!!!!",5
83,All family love it!,5
84,All good,5
85,All great thank you.,5
86,All my 3 kids love their kindles and I know whilst they are doing so they are safe. Easy to set up and use. Great value for money.,5
87,Always a problem choosing a new shaver. I have had some dogs in the past! This one is great. A good price and it actually works well,5
88,"Amazing and easy to use, the automatic setting makes life even easier. Settings are straight forward and its not that noisy at all",5
89,Amazing blind! Properly blacks out the bedroom better than a normal blind or curtains!  Highly recommended,5
90,"Amazing clip, holds an IPhone 5s and 6s solidly. Easy to attach and great price.",5
91,"Amazing device and my son loves it. It’s very lightweight and when my son isn’t using it, I change the settings back to my own profile which allows me to use it too. I also like how it comes with 12months free for the kids subscription.Very easy and a fraction of the cost for other devices I’ve purchased in the past!",5
92,"Amazing going to have a very happy son at Christmas, takes minutes to set up feels very durable",5
93,"Amazing my daughter loves it, easy to use for her l, love that I have all the control on settings that she can’t access without a password soI know she’s safe",5
94,Amazing product and very easy to put up and take down,5
95,Amazing product definitely recommend for anyone with small children my daughter is 3 and it came readily installed with all her favourite things to watch and do it has quite a few educational apps on there too brilliant value for money,5
96,Amazing product very interactive and easy to use my son loves it! plus you can set time for learning before anything entertaining becomes available.,5
97,"Amazing product, it makes the room pitch dark. I would highly recommend and I Will be coming back for more on other rooms or to buy as a present.",5
98,"Amazing product! Bought because our 3 year old and baby were struggling to fall asleep and were waking at 5am, despite having blackout curtains. They now sleep from 7pm until 7:30am! Best price on amazon too.",5
99,Amazing product. Fantastic apps for the little ones. Lovely colour (blue case).  I'm really pleased with this tablet. Recommend!,5
100,amazing product. my son has slept better with this blind up and doesnt wake as much as the sun shines on his bedroom window a lot. best thing i ever brought and so easy to transport when we go on holidays and trips to see other family members,5
101,Amazing productHowever takes long time to charge even with fast charging,5
102,"Amazing purchase, my 2-year old thinks its amazing and can navigate, play games, solve puzzles, if you need some you time this is the best way you could spend your money",5
103,Amazing quality,5
104,"Amazing quality so much stuff for free, cheap movies to watch when on the go and not connected to wi-fi! So much better than the over priced (fruit) competitor! So glad I brought this!! Highly recommend!",5
105,Amazing tablets.  The best purchase for kids I have done within last few months.,5
106,amazing thanks,5
107,Amazing the years free games are awesome my little boy loves it so much to choose from well done amazon,5
108,Amazing when I used to use a 'rubics cube' twist and turn windscreen sucker holder,5
109,Amazing worth every penny.,5
110,"Amazing, top of its game. Very highlighly recommended for ages 3-100!",5
111,"Amazing, very impressed! Simple to install made all the difference to our young sons sleeping pattern over the summer; easy to store for next year now that the mornings are not so light",5
112,"Amazing, works brilliantly.",5
113,Amazing! Imhadnt realised just how much sleep I was losing because of early morning light. These are also so easy to use and economical.,5
114,"Amazing!! Easy to use, clean, reorder parts from lansinoh.co.uk, painful expressing not with this pump!",5
115,AMAZING!! Sticks to the window really well. lets hardly any light threw. Helps my little one sleep and comes in a nice small bag for when it needs to be transferred. Excellent. Would Deffinatly recommend!!!,5
116,Amazing.,5
117,"AMAZING.  I have had the best sleeps since buying this item.  Yes the suckers sometimes don't stick, but a bit of perseverance, the odd rolling into shape and a dab of olive oil has helped to stick these to the window.  Recommended to friends with a toddler and they bought this straight away - no more super early mornings.  Would recommend.",5
118,Amazing. I can let my 5 year old daughter play on it knowing that she can't make any purchases or look at any adult content.,5
119,AMAZING. Need one in every room. Life changingly good. Got kids? You NEED this!,5
120,"Amazon are amazing, this is simply genius.Using the parent settings, I have made a safe, fun learning environment for my 3.5year old non-verbal ASD ADHD son. He can't get on the web, or onto well known dangerous video sites. ALL he can do is play what feels like an endless selection of fun, safe educational games. So easy to set up, a couple of games I found he didn't like the noises on have been blocked with ease, the parental control on this is second to none. My older child, many years ago managed to turn my phone into a different language, not with this tablet, it's amazing. Very simple to use, even though he cannot read, he swaps and changes between apps with ease, the age range seems excellent. I have had other devices when setting the age has had games for 3 year olds requiring them to read fluently, thankfully, Amazon is amazing and this is properly set to the appropriate age. I can not recommend this highly enough.I have four children, aged 3-11, and will be purchasing one each for the other three, I have checked mock profiles for all of them. The selection of books, TV shows, apps and games is brilliant, When looking at the web browser for my eldest child, it was well presented, giving him options of science, maths etc. very educational, and fun!",5
121,An absolute godsend for the summer months.,5
122,An absolute godsend in the summer - saves all those dramas about going to bed when it's still light.,5
123,An absolute must for all parents! I take it away with us whenever we go on holiday or stay with friends and family. Sticks to an window and totally keeps out the light.,5
124,An excellent Blackout Blind which was extremely effective when our grandsons came to stay. They slept well and indeed longer than when at their own home.,5
125,"An excellent buy. Easy to use, my daughter loves it.",5
126,an excellent choice for our  Grandaughter,5
127,An excellent product that enabled a major reduction in light penetration into a child's temporary bedroom.,5
128,An excellent shaver,5
129,"An invaluable product for taking on holiday or visiting family/friends.  Not many people have blackout curtains and my son likes it dark when he's sleeping so this is a fantastic blind - so much so that I've bought 2, one for my parents house.",5
130,And no problem with the suction cups as some reviewers reported.,5
131,"Another very pretty pair of earrings. I particularly like that they have little stops on the hooks. I've lost so many earrings in the past because of no closures, most recently on Thursday.",5
132,Arrived as forecast and was well packaged. Seems to be robust & well made. Easy to insert into fascia vent and holds phone securely.,5
133,Arrived before expected. Fit for purpose. Going to purchase a second one for my husband.,5
134,arrived day after ordered.  They are excellent for the money and look really expensive.,5
135,Arrived fast.. great item.. really sparkly,5
136,"Arrived in goid time, packaged well. Found it stick fabulously to all windows we have tried it on so far and blocks out as much light as physically possible. Great for taking away on holidays.",5
137,Arrived in good time and fits well onto the vehicles air vent. Ideal for using phone as satnav,5
138,Arrived in good time and my child loves it ..,5
139,"Arrived in good time, this is stable holder of a (heavy) Lenovo P2 phone.",5
140,Arrived on time and is an excellent replacement for my last Braun shaver which I have had for over 5 years,5
141,"Arrived on time,item seems sturdy enough when attached to air vent",5
142,Arrived on time. Excellent product.Holds the phone really well.,5
143,Arrived on timeGreat value for money,5
144,Arrived promptly. As described. Easy to use.,5
145,"Arrived quickly and does it’s job perfectly, very pleased with the purchase",5
146,Arrived quickly. First tablet didn't work but quickly replaced daughter loves it,5
147,Arrived quickly. Very easy to fit and use. Not bulky so looks really good on the dashboard.,5
148,"Arrived very quick, lovely earrings, pretty for every occasion, everybody should have a pair, purchase it now:)",5
149,Arrived well packed except supplied  adapter didn't work ....,5
150,"Arrived with out delay, excellent service,price and item  Mpow phone holder very good.",5
151,AS  DESCRIBED.  vERY ATTRACTIVE.,5
152,"As a Military Officer I have to shave every day, and despite using several electric razors in the past, have struggled to find a product which shaves close and gives me the finish which I need.  My previous razor was a Braun Series 5 and although it was the best of those I had previously used, it still struggled on the neck area and left me with razor rash.I researched the multitude of available electric shavers and settled upon the Brain Series 9.  It arrived in a sturdy travel pack and charged in approximately 45 minutes from empty.  I prepared the razor using the in built wash lotion and allowed it to glide effortlessly over my face, removing all stubble with relative ease.  It shaved the neck area in its entirety and left my face feeling smooth and with no razor rash.I do choose to clean the razor in the charger after every use and a cartridge last approximately 4 weeks; however, it is a small price to pay to experience the closeness of the shave every morning.  A delight to use.",5
153,As advertised. Good grip. Nothing much else to be said,5
154,"As described .,perfect",5
155,"As described and expected. Does exactly what it was intended for. Fits perfectly in vent and is compact enough to not take it over, I have a New VW Polo. It's easy to remove the phone and the holder doesn't pop out of the vent when doing this either.",5
156,As described perfect for my 6 year old easy to set up and easy to use,5
157,"As described,would not be without the blind.easy to use",5
158,As described!,5
159,As described.  Brillant product and much cheaper on this site than in the shops,5
160,As described. Very pleased.,5
161,as expected from Amazon easy for kids to use good age control bulit in,5
162,As expected thankyou.,5
163,"As i write this review its currently the British Summertime, it's not getting dark until at least 9pm. Junior goes to bed at 7 and it might as well be midday. Added to this his light curtains let through the sunlight making bedtime a frustrating process. In the winter we taught him that dark meant bedtime now he's really confused why we want him to go down when its still light!A friend suggested we try a blackout blind. A quick search on Amazon and we spotted the Gro anywhere blind. Having previously bought the fantastic Gro Egg we knew that Gro was a trustworthy brand.The blind comes in a small travel bag which is great to use to keep it in storage or for when our little one stays at Grandad's house. On inspection the blind is really thick and blocks the light out like it should do. We had a few small gaps of light shine through the sides but some careful maneuvering of the cups and we blocked out all the light. The suction cups stick well to our windows, some other reviews have mentioned they have had issues but we've not had a problem in several months of use.From the outside the blind can be seen but its not offensive, we leave it up constantly rather than take it down each day.Now bedtime really means bedtime! No more battles and bedtime and no more early early mornings.",5
164,As it says very good for when our grandson comes to visit. Good quality and adapts perfectly for different size windows.,5
165,as the days are longer. kids woulsnt sleep without it.a must have,5
166,"As we regularly go on long car/train journeys we needed something to entertain our 4 year old. This is perfect. She can play games, draw watch films listen to music. To also have such a great guarantee on it gives us real peace of mind especially as we have a very......spirited one year old.",5
167,"As you should expect for the price this is probably the best electric razor you can buy today. This is my 4th Braun Razor, and with the exception of my last one (a Braun Series 7 745 Pulsonic) I've been very happy with all of them. The let down on the series 7 was it's terrible performance on anything more than a couple of days growth and the lack of drying on the clean and renew system. This series 9 rectifies those two issues completely.Set up is very simple, in the box you have the Razor, a nice case, the clean and renew base unit, a clean and renew capsule and a charging cable. The Razor just needs a charge and it's good to go. The first thing to note about the Razor is the size of head, this model has an extra set of cutters which are there to trim longer growth so you have 2 foils at either end and 2 cutters in the middle, this makes the head rather large. I'm lazy, I tend to go 4-5 days without shaving which makes a large challenge for a razor as my beard by this time is about 4mm. On first use I was seriously impressed by the performance of this razor, it made light work of the facial aspect of shaving, under the chin and the neck was more of a challenge due to the varying directions of hair but it still coped better than anything I've used previously. After use it was back to the base unit for a clean and renew, if you've used this before it needs no explanation, if not it's a revelation as your razor head will be cleaned and restored to brand new in half an hour or so, this unit also dries the head so there is no residue from the fluid.In summary, this is probably the best electric razor around today but it does come at a price, before my series 7 my previous Braun lasted 9 years without a hitch, should this do the same 300 quid is probably fair but it's a lot to stump up in one go, it is new though so in a few months market competition will hopefully bring this down. The shaving performance is better than anything I've come across but as a result the head is large and some may find this an inconvenience for smaller areas such as the top lip. I do have one slight gripe and that is the finish of the razor body, that silver body isn't metal but chromed plastic and that is a bit of a disappointment for a top of the range product, particularly at this price, it's not enough enough to knock a star off but it's worth mentioning.",5
168,As you would expect from Amazon Kindle.,5
169,At 1st the suction cups would not stick properly on the window but I followed the instructions : I cleaned the window and I have moisted the suction cups. It now works perfectly ! I'm really pleased with it.,5
170,"At first I was sceptical of the value of this tablet, but given everything that is included, the ease of use, the ability to set controls on usage, and the profiles makes this a great buy for children.So good, come Prime Day I will probably buy another so the children have one each.",5
171,"At first I wasn't sure whether to buy this one or the medela one. Decided for this one as it is less expensive and the tube has a closed system which means no liquid gets to it.Very happy with my purchase, it is efficient and means I can express milk a lot quicker than with a manual pump! I was able to express 100 ml in 20 min! I needed at least an hour with the hand pump.The cable is big enough to be able to sit comfortably on the sofa while plugged. The noise is not too bad either! Overall very happy! I am glad I chose this one!",5
172,"Awesome little device. We upgraded from the smaller, older 7"" SD fire to this 8"" HD version and it's almost as good a tablet as those well-known fruit-themed versions for adults to use. Decent speed means you're not spending much time looking at loading screens. The fact we can add different profiles so that the adults can use it, is a huge plus.The subscription to prime kids is perfect, I can't recommend this highly enough. All content is available, there is no ""daddy can we buy this pleeeeease"" because it's all available.Love the slider controls which enable us to tune the content available for my childs age. The additional timer controls also mean you can limit use and it's not ""naughty mummy or daddy"" taking the device away, my boy just hands it back saying ""oh, time's up"" with no further arguments.We can also make sure they read books for a given amount of time before the video/apps are available and this has helped my child grow to love reading (although at the time of writing there seems to be a bug which has stopped this working properly)Battery life is very good, we seldom have to charge this, although we do limit use to just over an hour a day - probably once a week is all we need to do.All in all, this is a great, inexpensive way to introduce children into the sometimes scary-world of online entertainment.",5
173,"awesome product, my grandson loves it.",5
174,"Awesome tablet ,,at least kids are more safe online",5
175,"Awesome, awesome, awesome. Close and comfortable shave, really stunning looking shaver, and little trimmer on the back too. Also - and this is great - comes with liquid and a little dock where it runs a cleaning cycle. Fantastic. It's expensive but it's a truly stunning bit of kit.",5
176,"Awesome, keeps kids entertained without the worry of buying lots of apps. Some really good apps on there too including the Lego Harry Potter games and huge range of books to read as well. Best tablet for kids by far",5
177,Awesome. Perfect for when you go away with your little one. Can't recomend enough.,5
178,Awesome. Really like it. It's my son's but I pinch it all the time.,5
179,bad man ting ... 10/10,5
180,bargain of the year get loads of comments on them from strangers,5
181,Bargain tablet and overall package for kids. Just a pity that you cannot add YouTube kids to a child's profile but still 5 stars for me.,5
182,Bargain- works great,5
183,"Bargain, absolutely beautiful pair of earrings x",5
184,"Be Patient! When this arrived I felt very dissapointed to be honest, because It's hard to stick the joints to the window! and it felt down, I am thinking about send it back or just thrown it away, but then I thought I give it another try and used a little bit of water over the joints and it works! after a few days it stuck to the windows very easy and I begin to love it! no more bright light inside my room!",5
185,"Beatiful petite earings, very shiny.",5
186,Beautiful,5
187,Beautiful ! I love them !,5
188,"beautiful and elegant, i love this earring",5
189,Beautiful and well made,5
190,"Beautiful dressy ear-rings, just perfect for going to a party. I love them",5
191,"Beautiful drop earrings, lovely and dressy for a night out, bought these for a friend and she was delighted with them, great value also, they are lovely and sparkly and the stone is neither too big or too small, would buy these again for myself and if they come in other colours.",5
192,"Beautiful earings,  good quality product. Quick efficient service, would use this company again🌞",5
193,Beautiful earnings. The crystal shines as I wished and they are gentle gives you a posh look. They were delivered in lovely little box. Is really what I wish for.,5
194,Beautiful earrings,5
195,Beautiful earrings and so cheap but but look expensive .They have been admired and bought a few other pairs for birthday presents .,5
196,Beautiful earrings at a lovely price. Very well packaged too.  Can't wait to wear them at Christmas time.,5
197,Beautiful earrings nice & delicate catch the light nicely,5
198,"Beautiful earrings, people remark on them all the while.",5
199,"Beautiful earrings, really pleased with them, good price too. Thank you",5
200,Beautiful great value earrings,5
201,"Beautiful is all I need to say, I have used this company many times and they always send out lovely earrings and come in a lovely box.",5
202,"Beautiful little earrings, very pleased with them.",5
203,"Beautiful, really pleased with the quality and came in a lovely little gift box.",5
204,"Beautiful, simple & perfect.  Ordered these for a wedding I was bridesmaid at, they are elegant and simple.  Fitted in perfectly with all the wedding jewelry.  I would purchase from this seller again.",5
205,Beautiful!,5
206,Beautiful. Thanks.,5
207,Beautiful.look stunning to wear in the evenings.,5
208,Beautifull,5
209,Been using brauns for years and this was another upgrade and as usual the difference was noticeable.,5
210,"Before I got this, I was doing odd things to black out light. I would hang all sorts of things, towels, sheets, dressing gowns, over curtain rails to block out light. I even selotaped sheets to walls to block it out. Ignoring any potential issue with me aside, this product works fantastically.Easily sticks to windows, with the holders close enough together so that it creates a proper black out. Has enough fabric around the holders too so it truly prevents light coming in. Also easy to pack up and carry around. Recommend for all who have trouble sleeping with any light present.",5
